User Query,Keywords,Extracted Sentences,Chunk Context,Page,Heading,Document,BM25 Score,TF-IDF Score,Combined Lexical Score,Semantic Score,Dense Score,LLM Score,Context Score,Final Enhanced Score,Sentence Similarity,Ultimate Score
To what extent are the organization's products and services information-based or information-enabled?,Instantaneous matching; Algorithms; service integration; product strategy; Data analysis; analytics-driven value proposition; Seamless transactions; information-based production; production; Value generation; Algorithmic processes; Competitive differentiation; information-enabled; data merging; value strategy; Effortless transactions; information-based delivery; Analytics; information integration; Data-enabled; info-enabled; info-enabled services; value proposition; data incorporation; Information-enabled; optimization; Enable differentiation; strategy; Real-time matches; physical products; data-centric value proposition; Customer value creation; data assimilation; products; Information-based; delivery; information-based value proposition; ERROR; Personalized recommendations; Data-driven insights; integration; Customized suggestions; information-based; services; optimize,"Once the FDA has approved an NDA, BLA, sNDA or 
sBLA, the company can make the new drug available for 
physicians and other healthcare providers to prescribe. The drug owner must submit periodic reports to the FDA, 
including any cases of adverse reactions. For some med- 
ications, the FDA requires additional post-approval stud- 
ies (Phase IV) to evaluate long-term effects or to gather 
information on the use of the product under specified 
conditions. Throughout the life cycle of a product, the FDA 
requires compliance with standards relating to good lab- 
oratory, clinical and manufacturing practices. The FDA 
also requires compliance with rules pertaining to the 
manner in which we may promote our products. Item 4. Information on the Company 

In the EU, there are three main procedures for applica- 
tion for authorization to market pharmaceutical products 
in more than one EU member state at the same time: the 
centralized procedure, the mutual recognition procedure 
and the decent","Once the FDA has approved an NDA, BLA, sNDA or 
sBLA, the company can make the new drug available for 
physicians and other healthcare providers to prescribe. The drug owner must submit periodic reports to the FDA, 
including any cases of adverse reactions. For some med‑ 
ications, the FDA requires additional post‑approval stud‑ 
ies (Phase IV) to evaluate long‑term effects or to gather 
information on the use of the product under specified 
conditions. Throughout the life cycle of a product, the FDA 
requires compliance with standards relating to good lab‑ 
oratory, clinical and manufacturing practices. The FDA 
also requires compliance with rules pertaining to the 
manner in which we may promote our products. Item 4. Information on the Company 

In the EU, there are three main procedures for applica‑ 
tion for authorization to market pharmaceutical products 
in more than one EU member state at the same time: the 
centralized procedure, the mutual recognition procedure 
and the decent",Unknown,,novartis-annual-report-2024_docx_block0_chunk083,0.5591,0.4901,0.5384,0.4731,0.4927,0.1,0.2,0.2085,0.476,0.2284
To what extent are the organization's products and services information-based or information-enabled?,Instantaneous matching; Algorithms; service integration; product strategy; Data analysis; analytics-driven value proposition; Seamless transactions; information-based production; production; Value generation; Algorithmic processes; Competitive differentiation; information-enabled; data merging; value strategy; Effortless transactions; information-based delivery; Analytics; information integration; Data-enabled; info-enabled; info-enabled services; value proposition; data incorporation; Information-enabled; optimization; Enable differentiation; strategy; Real-time matches; physical products; data-centric value proposition; Customer value creation; data assimilation; products; Information-based; delivery; information-based value proposition; ERROR; Personalized recommendations; Data-driven insights; integration; Customized suggestions; information-based; services; optimize,"“Cybersecurity and data protection Cybersecurity breaches, data loss and catastrophic loss of IT systems”","ECN members are appointed 
as risk owners for relevant strategic risks. The ERM process is the responsibility of 
the Chief Ethics, Risk & Compliance (ERC) 
Officer. It is managed by our internal 
Corporate Ethics, Risk & Compliance 
organization within the ERC function, with 
support from risk leaders in key markets, 
organizational units and functions. Novartis 2024 risk portfolio Strategic risks Pricing, reimbursement and access Pricing and reimbursement pressure, including pricing transparency and access to healthcare Key products and commercial priorities Failure to deliver key commercial priorities and successfully launch new products Failure to competitively discover and develop high-value medicines in our focus therapeutic areas and technology platforms Cybersecurity and data protection Cybersecurity breaches, data loss and catastrophic loss of IT systems Talent and external workforce management Inability to identify, attract, develop and retain qualified talent for critical ro",Unknown,,novartis-integrated-report-2024_docx_block0_chunk102,0.4459,0.2568,0.3892,0.5104,0.474,0.1,0.2,0.2048,0.5201,0.2261
To what extent are the organization's products and services information-based or information-enabled?,Instantaneous matching; Algorithms; service integration; product strategy; Data analysis; analytics-driven value proposition; Seamless transactions; information-based production; production; Value generation; Algorithmic processes; Competitive differentiation; information-enabled; data merging; value strategy; Effortless transactions; information-based delivery; Analytics; information integration; Data-enabled; info-enabled; info-enabled services; value proposition; data incorporation; Information-enabled; optimization; Enable differentiation; strategy; Real-time matches; physical products; data-centric value proposition; Customer value creation; data assimilation; products; Information-based; delivery; information-based value proposition; ERROR; Personalized recommendations; Data-driven insights; integration; Customized suggestions; information-based; services; optimize,"“The GSNC oversees the company’s strategy, governance and progress on sustainability, including access to products and services, environmental sustainability (including matters related to climate and nature), people management, and other ESG matters.”

“The Audit and Compliance Committee is responsible for internal controls over financial and nonfinancial information, and reviews all performance indicators included in this report.”

“The Science & Technology Committee is responsible for the oversight and evaluation of the company’s scientific, technological a”","The GSNC oversees the 
company’s strategy, governance and 
progress on sustainability, including 
access to products and services, 
environmental sustainability (including 
matters related to climate and nature), 
people management, and other ESG 
matters. The GSNC also discusses 
emerging trends and regularly advises the 
Board on ESG matters. The Audit and Compliance Committee is 
responsible for internal controls over 
financial and nonfinancial information, and 
reviews all performance indicators included 

Primary governance and oversight of ESG topics 

50 Novartis in Society About Novartis Strategy and business model Business review Sustainability matters Corporate governance, risk Appendix 
Integrated Report 2024 management and compensation 

in this report. The Risk Committee oversees 
the company’s risk management, including 
risks related to ESG. The Science & Technology Committee is 
responsible for the oversight and 
evaluation of the company’s scientific, 
technological a",Unknown,,novartis-integrated-report-2024_docx_block0_chunk098,0.5828,0.5861,0.5838,0.4881,0.5168,0.06,0.3,0.2054,0.5022,0.226
To what extent are the organization's products and services information-based or information-enabled?,Instantaneous matching; Algorithms; service integration; product strategy; Data analysis; analytics-driven value proposition; Seamless transactions; information-based production; production; Value generation; Algorithmic processes; Competitive differentiation; information-enabled; data merging; value strategy; Effortless transactions; information-based delivery; Analytics; information integration; Data-enabled; info-enabled; info-enabled services; value proposition; data incorporation; Information-enabled; optimization; Enable differentiation; strategy; Real-time matches; physical products; data-centric value proposition; Customer value creation; data assimilation; products; Information-based; delivery; information-based value proposition; ERROR; Personalized recommendations; Data-driven insights; integration; Customized suggestions; information-based; services; optimize,"The aim of this system is to ensure compliance not only with applicable laws and regulations, but also with our internal policies, controls, and the expectations of employees to do what is right.  
A core objective of our compliance management system is to maintain a culture of integrity designed to promote and enable ethical behavior.  
We continuously evolve this system based on many factors, including insights from internal and external sources and changes in the risk landscape.  
To measure the maturity and effectiveness of our compliance management system, we conduct regular evaluations of our program across more than 270 leading indicators.  
Our annual global compliance e-learning provides content to enable employees to make the right choices in the course of their work, and to perform with integrity.  
Global mandatory compliance e-learnings are rolled out to employees, including the ECN, and to the Board of Directors.","The aim of this system is to ensure 
compliance not only with applicable laws 
and regulations, but also with our internal 
policies, controls, and the expectations 
of employees to do what is right. A core 

objective of our compliance management 
system is to maintain a culture of integrity 
designed to promote and enable 
ethical behavior. We continuously evolve this system based 
on many factors, including insights from 
internal and external sources and changes 
in the risk landscape. To measure the 
maturity and effectiveness of our 
compliance management system, we 
conduct regular evaluations of our program 
across more than 270 leading indicators. Our annual global compliance e-learning 
provides content to enable employees to 
make the right choices in the course of 
their work, and to perform with integrity. Global mandatory compliance e-learnings 
are rolled out to employees, including the 
ECN, and to the Board of Directors. External contractors, who are hired through 
a t",Unknown,,novartis-integrated-report-2024_docx_block0_chunk085,0.6188,0.4439,0.5663,0.5196,0.5336,0.08,0.2,0.2027,0.5247,0.224
To what extent are the organization's products and services information-based or information-enabled?,Instantaneous matching; Algorithms; service integration; product strategy; Data analysis; analytics-driven value proposition; Seamless transactions; information-based production; production; Value generation; Algorithmic processes; Competitive differentiation; information-enabled; data merging; value strategy; Effortless transactions; information-based delivery; Analytics; information integration; Data-enabled; info-enabled; info-enabled services; value proposition; data incorporation; Information-enabled; optimization; Enable differentiation; strategy; Real-time matches; physical products; data-centric value proposition; Customer value creation; data assimilation; products; Information-based; delivery; information-based value proposition; ERROR; Personalized recommendations; Data-driven insights; integration; Customized suggestions; information-based; services; optimize,"In addition, we are contin- 
uously adapting our organizational setup to drive a lead- 
ing and sustainable R&D performance, by building future 
capabilities across our Development organization and 
accessing global talent pools. Novartis enters into business development agreements 
with other pharmaceutical and biotechnology companies 
and with academic and other institutions to develop new 
products and access new markets. We license products 
that complement our current product line and are appro- 
priate to our business strategy. We focus on strategic 
alliances and acquisition activities for key disease areas 
and indications that we expect to be growth drivers in 
the future. We review products and compounds we are 
considering licensing, using the same criteria that we use 
for our own internally discovered drugs. In May 2024, Novartis acquired Mariana Oncology, 
US based, preclinical biotechnology company focused 
on developing novel radioligand therapies across a range 
of sol","In addition, we are contin‑ 
uously adapting our organizational setup to drive a lead‑ 
ing and sustainable R&D performance, by building future 
capabilities across our Development organization and 
accessing global talent pools. Novartis enters into business development agreements 
with other pharmaceutical and biotechnology companies 
and with academic and other institutions to develop new 
products and access new markets. We license products 
that complement our current product line and are appro‑ 
priate to our business strategy. We focus on strategic 
alliances and acquisition activities for key disease areas 
and indications that we expect to be growth drivers in 
the future. We review products and compounds we are 
considering licensing, using the same criteria that we use 
for our own internally discovered drugs. In May 2024, Novartis acquired Mariana Oncology, 
US based, preclinical biotechnology company focused 
on developing novel radioligand therapies across a range 
of sol",Unknown,,novartis-annual-report-2024_docx_block0_chunk080,0.6105,0.4498,0.5623,0.4759,0.5018,0.06,0.3,0.2024,0.4763,0.2216
To what extent are the organization's products and services information-based or information-enabled?,Instantaneous matching; Algorithms; service integration; product strategy; Data analysis; analytics-driven value proposition; Seamless transactions; information-based production; production; Value generation; Algorithmic processes; Competitive differentiation; information-enabled; data merging; value strategy; Effortless transactions; information-based delivery; Analytics; information integration; Data-enabled; info-enabled; info-enabled services; value proposition; data incorporation; Information-enabled; optimization; Enable differentiation; strategy; Real-time matches; physical products; data-centric value proposition; Customer value creation; data assimilation; products; Information-based; delivery; information-based value proposition; ERROR; Personalized recommendations; Data-driven insights; integration; Customized suggestions; information-based; services; optimize,"These products are listed according to year-end net sales. Some of them have lost patent protection or are otherwise subject to generic competition, while others are subject to patent challenges by potential generic competitors (see “—Intellectual property” for general information on intellectual property and regulatory data protection, and for more information on the status of patents and exclusivity for certain key marketed products). While we typically seek to sell our marketed products throughout the world, not all products and indications are available in every country. The indications described in these summaries may therefore vary by country. In addition, a product may be available under different brand names depending on country and indication. • Entresto (sacubitril/valsartan) is an oral, first-in-class angiotensin receptor-neprilysin inhibitor. Entresto enhances the protective effects of a hormone system called the natriuretic peptide system, and simul","These prod‑ 
ucts are listed according to year‑end net sales. Some of 
them have lost patent protection or are otherwise sub‑ 
ject to generic competition, while others are subject to 
patent challenges by potential generic competitors (see 
“—Intellectual property” for general information on intel‑ 
lectual property and regulatory data protection, and for 
more information on the status of patents and exclusiv‑ 
ity for certain key marketed products). While we typically seek to sell our marketed products 
throughout the world, not all products and indications 
are available in every country. The indications described 
in these summaries may therefore vary by country. In 
addition, a product may be available under different 
brand names depending on country and indication. • Entresto (sacubitril/valsartan) is an oral, first‑in‑class 
angiotensin receptor‑neprilysin inhibitor. Entresto 
enhances the protective effects of a hormone system 
called the natriuretic peptide system, and simul",Unknown,,novartis-annual-report-2024_docx_block0_chunk052,0.5708,0.5186,0.5551,0.4932,0.5117,0.08,0.2,0.1983,0.4813,0.2174
To what extent are the organization's products and services information-based or information-enabled?,Instantaneous matching; Algorithms; service integration; product strategy; Data analysis; analytics-driven value proposition; Seamless transactions; information-based production; production; Value generation; Algorithmic processes; Competitive differentiation; information-enabled; data merging; value strategy; Effortless transactions; information-based delivery; Analytics; information integration; Data-enabled; info-enabled; info-enabled services; value proposition; data incorporation; Information-enabled; optimization; Enable differentiation; strategy; Real-time matches; physical products; data-centric value proposition; Customer value creation; data assimilation; products; Information-based; delivery; information-based value proposition; ERROR; Personalized recommendations; Data-driven insights; integration; Customized suggestions; information-based; services; optimize,"The FDA regulates testing, manufacturing, labeling and approval for marketing of pharmaceutical products intended for commercialization in the US.  
The FDA continues to monitor safety of pharmaceutical products after they have approved for sale in the US market.  
The pharmaceutical development and registration process is typically intensive, lengthy and rigorous.  
When a pharmaceutical company has gathered data that it believes sufficiently demonstrates a drug’s safety, efficacy and quality, [the] company may file a New Drug Application (NDA) or Biologics License Application (BLA), as applicable, for [the] compound.  
The NDA or BLA must contain all the scientific information that has been gathered about the compound.  
This typically includes information regarding clinical experiences of patients tested in the drug’s clinical trials.  
A Supplemental New Drug Application (sNDA) or Supplemental Biologics License Application (sBLA)  
Once an application is submitted, the FDA assigns reviewers","The FDA regulates 
testing, manufacturing, labeling and approval for market‑ 
ing of pharmaceutical products intended for commer‑ 
cialization in the US. The FDA continues to monitor 
safety of pharmaceutical products after they have 
approved for sale in the US market. The pharmaceutical 
development and registration process is typically inten‑ 
sive, lengthy and rigorous. When a pharmaceutical 
pany has gathered data that it believes sufficiently 
demonstrates a drug’s safety, efficacy and quality, 
company may file a New Drug Application (NDA) or 
logics License Application (BLA), as applicable, for 
compound. The NDA or BLA must contain all the scien‑ 
tific information that has been gathered about the 
pound. This typically includes information regarding 
clinical experiences of patients tested in the drug’s 
ical trials. A Supplemental New Drug Application (sNDA) 
or Supplemental Biologics License Application (sBLA) Once an application is submitted, the FDA assigns 
reviewers fro",Unknown,,novartis-annual-report-2024_docx_block0_chunk082,0.5514,0.3708,0.4972,0.5025,0.5009,0.08,0.2,0.1962,0.5024,0.2159
To what extent are the organization's products and services information-based or information-enabled?,Instantaneous matching; Algorithms; service integration; product strategy; Data analysis; analytics-driven value proposition; Seamless transactions; information-based production; production; Value generation; Algorithmic processes; Competitive differentiation; information-enabled; data merging; value strategy; Effortless transactions; information-based delivery; Analytics; information integration; Data-enabled; info-enabled; info-enabled services; value proposition; data incorporation; Information-enabled; optimization; Enable differentiation; strategy; Real-time matches; physical products; data-centric value proposition; Customer value creation; data assimilation; products; Information-based; delivery; information-based value proposition; ERROR; Personalized recommendations; Data-driven insights; integration; Customized suggestions; information-based; services; optimize,"Understanding how Novartis 
has Prepared the Sustainability 
Information 

Understanding how Novartis 
has Prepared the Sustainability 
Information 
Novartis prepared the Sustainability 
Information using criteria as outlined here 
(hereinafter “Reporting Criteria”). The 
Reporting Criteria have been developed to 
assist Novartis in preparing the performance 
information for selected ESG performance 
indicators; and for ESG performance 
indicators used to measure progress against 
its ESG targets. Consequently, the 
Sustainability Information needs to be read 
and understood together with the Reporting 
Criteria. As a result, the Sustainability 

Information may not be suitable for another 
purpose. Based on the procedures we have performed 
as described under the ‘Summary of the work 
we performed as the basis for our assurance 
conclusion’ and the evidence we have 
obtained, nothing has come to our attention 
that causes us to believe that the 
Sustainability Information in the Repor","Understanding how Novartis 
has Prepared the Sustainability 
Information 

Understanding how Novartis 
has Prepared the Sustainability 
Information 
Novartis prepared the Sustainability 
Information using criteria as outlined here 
(hereinafter “Reporting Criteria”). The 
Reporting Criteria have been developed to 
assist Novartis in preparing the performance 
information for selected ESG performance 
indicators; and for ESG performance 
indicators used to measure progress against 
its ESG targets. Consequently, the 
Sustainability Information needs to be read 
and understood together with the Reporting 
Criteria. As a result, the Sustainability 

Information may not be suitable for another 
purpose. Based on the procedures we have performed 
as described under the ‘Summary of the work 
we performed as the basis for our assurance 
conclusion’ and the evidence we have 
obtained, nothing has come to our attention 
that causes us to believe that the 
Sustainability Information in the Repor",Unknown,,novartis-integrated-report-2024_docx_block0_chunk160,0.5485,0.8488,0.6386,0.5598,0.5834,0.05,0.2,0.1917,0.5598,0.2131
To what extent are the organization's products and services information-based or information-enabled?,Instantaneous matching; Algorithms; service integration; product strategy; Data analysis; analytics-driven value proposition; Seamless transactions; information-based production; production; Value generation; Algorithmic processes; Competitive differentiation; information-enabled; data merging; value strategy; Effortless transactions; information-based delivery; Analytics; information integration; Data-enabled; info-enabled; info-enabled services; value proposition; data incorporation; Information-enabled; optimization; Enable differentiation; strategy; Real-time matches; physical products; data-centric value proposition; Customer value creation; data assimilation; products; Information-based; delivery; information-based value proposition; ERROR; Personalized recommendations; Data-driven insights; integration; Customized suggestions; information-based; services; optimize,"""We will invest in biomethane certificates and nature-based carbon removal offsets in 2025 and beyond to achieve our carbon neutrality target.""

""We further engage with suppliers to support them in reducing their own emissions, and are leveraging partnerships to drive product and process innovation.""

""We systematically integrate life-cycle assessment (LCA) methods in our R&D pipeline to calculate and improve the environmental impact of our products.""

""We have implemented measures to reduce waste and emissions resulting from our clinical trials, and have obtained My Green Lab certification for 96% of our laboratories in technical R&D.""","We will invest in biomethane certificates and nature-based carbon removal offsets in 2025 and beyond to achieve our carbon neutrality target. supply contracts since 2022 and aim to 
complete this for all suppliers in scope by 
2025. We further engage with suppliers to 
support them in reducing their own 
emissions, and are leveraging 
partnerships to drive product and 
process innovation. We systematically integrate life-cycle 
assessment (LCA) methods in our R&D 
pipeline to calculate and improve the 
environmental impact of our products. We have implemented measures to reduce 
waste and emissions resulting from our 
clinical trials, and have obtained My 
Green Lab certification for 96% of our 
laboratories in technical R&D. 

To accelerate progress across the 
pharmaceutical sector and other 
industries, we work closely with 
organizations that share our ambition to 
reduce the effects of climate change and 
nature loss, such as the World Business 

2031 – 2040 

• Continue to innova",Unknown,,novartis-integrated-report-2024_docx_block0_chunk037,0.5603,0.3209,0.4884,0.4547,0.4648,0.06,0.3,0.195,0.4531,0.2126
To what extent are the organization's products and services information-based or information-enabled?,Instantaneous matching; Algorithms; service integration; product strategy; Data analysis; analytics-driven value proposition; Seamless transactions; information-based production; production; Value generation; Algorithmic processes; Competitive differentiation; information-enabled; data merging; value strategy; Effortless transactions; information-based delivery; Analytics; information integration; Data-enabled; info-enabled; info-enabled services; value proposition; data incorporation; Information-enabled; optimization; Enable differentiation; strategy; Real-time matches; physical products; data-centric value proposition; Customer value creation; data assimilation; products; Information-based; delivery; information-based value proposition; ERROR; Personalized recommendations; Data-driven insights; integration; Customized suggestions; information-based; services; optimize,"We also integrated 
a critical scope of activities (Trade Sanctions Gover- 
nance) into the Corporate ERC team. Furthermore, steady 
progress has been made in our Integrated Assurance 
journey by creating a holistic control framework linked 
to enterprise policies, and by further strengthening our 
Corporate ERC Assurance team by integrating Labor 
Rights and Data Privacy External Partner Audits to ensure 
a harmonized and coordinated monitoring process across 
the Company. Our SpeakUp Office provides a safe place for employ- 
ees to report potential misconduct, including the option 
to do so anonymously. Global Security proactively collects and shares threat 
intelligence to protect Novartis from situations that may 
compromise the safety of people, products and assets, 
and/or the reputation of our organization. Global Security 
protects patients from counterfeit products and, as part 
of the SpeakUp process, performs fair and timely inves- 
tigations into high-risk cases of alleged","We also integrated 
a critical scope of activities (Trade Sanctions Gover- 
nance) into the Corporate ERC team. Furthermore, steady 
progress has been made in our Integrated Assurance 
journey by creating a holistic control framework linked 
to enterprise policies, and by further strengthening our 
Corporate ERC Assurance team by integrating Labor 
Rights and Data Privacy External Partner Audits to ensure 
a harmonized and coordinated monitoring process across 
the Company. Our SpeakUp Office provides a safe place for employ- 
ees to report potential misconduct, including the option 
to do so anonymously. Global Security proactively collects and shares threat 
intelligence to protect Novartis from situations that may 
compromise the safety of people, products and assets, 
and/or the reputation of our organization. Global Security 
protects patients from counterfeit products and, as part 
of the SpeakUp process, performs fair and timely inves- 
tigations into high-risk cases of alleged ",Unknown,,novartis-annual-report-2024_docx_block0_chunk299,0.4336,0.3091,0.3962,0.5031,0.471,0.08,0.2,0.1902,0.5031,0.2093
To what extent are the organization's products and services information-based or information-enabled?,Instantaneous matching; Algorithms; service integration; product strategy; Data analysis; analytics-driven value proposition; Seamless transactions; information-based production; production; Value generation; Algorithmic processes; Competitive differentiation; information-enabled; data merging; value strategy; Effortless transactions; information-based delivery; Analytics; information integration; Data-enabled; info-enabled; info-enabled services; value proposition; data incorporation; Information-enabled; optimization; Enable differentiation; strategy; Real-time matches; physical products; data-centric value proposition; Customer value creation; data assimilation; products; Information-based; delivery; information-based value proposition; ERROR; Personalized recommendations; Data-driven insights; integration; Customized suggestions; information-based; services; optimize,"We have a monitoring system in place that 
tracks remediation actions regarding 
human and labor rights at external partner 
sites, and their successful resolution 
through time-bound corrective action 

u Ethical Use of Data and Technology Policy","Due diligence: We conduct ongoing human 
rights due diligence across our business 
and ensure that we have policies and 
management systems in place to support 
our commitments. External partners are 
regularly assessed and monitored against 
the labor and human rights provisions set 
out in our Third Party Code. We have a monitoring system in place that 
tracks remediation actions regarding 
human and labor rights at external partner 
sites, and their successful resolution 
through time-bound corrective action 

u Novartis Access Principles 
u Commitment to Diversity in Clinical Trials 
u Quality Policy 
u Position on Falsified Medical Products 
u People & Organization Commitment 
Statement 
u Our Equal Pay International Coalition 
(EPIC) commitments 
u Third Party Code 
u Modern Slavery Statement 2023 – 
Australia, Canada, and United Kingdom 
u Health, Safety and Environment Policy 
u Environmental Sustainability Strategy 
u Ethical Use of Data and Technology Policy 
u Ethical and Re",Unknown,,novartis-integrated-report-2024_docx_block0_chunk069,0.396,0.1874,0.3335,0.5563,0.4894,0.1,0.1,0.1879,0.4911,0.2063
To what extent are the organization's products and services information-based or information-enabled?,Instantaneous matching; Algorithms; service integration; product strategy; Data analysis; analytics-driven value proposition; Seamless transactions; information-based production; production; Value generation; Algorithmic processes; Competitive differentiation; information-enabled; data merging; value strategy; Effortless transactions; information-based delivery; Analytics; information integration; Data-enabled; info-enabled; info-enabled services; value proposition; data incorporation; Information-enabled; optimization; Enable differentiation; strategy; Real-time matches; physical products; data-centric value proposition; Customer value creation; data assimilation; products; Information-based; delivery; information-based value proposition; ERROR; Personalized recommendations; Data-driven insights; integration; Customized suggestions; information-based; services; optimize,"We engage in dialogue with policymakers and other external stakeholders on relevant policy topics, including conditions for innovation in the life sciences and expanding access to medicine.

Our aim is to represent the Novartis perspective by providing data and insights that enable informed decision-making.","We engage in dialogue with policymakers 
and other external stakeholders on 
relevant policy topics, including conditions 
for innovation in the life sciences and 
expanding access to medicine. Our aim is 
to represent the Novartis perspective by 
providing data and insights that enable 
informed decision-making. We assess political, legislative and 
regulatory decisions that have a potential 
impact on patients and our industry. Furthermore, we participate in policy 
discussions with partners through various 
stakeholder dialogues and industry 
platforms. Engaging with trade 
associations also facilitates a collaborative 
approach to highlighting and solving 
issues that affect people with disease, and 
to ensuring an environment conducive to 

46 Novartis in Society About Novartis Strategy and business model Business review Sustainability matters Corporate governance, risk Appendix 
Integrated Report 2024 management and compensation 

biopharmaceutical innovation. Our focus is 
on jo",Unknown,,novartis-integrated-report-2024_docx_block0_chunk091,0.4438,0.2613,0.3891,0.512,0.4751,0.1,0.1,0.185,0.5393,0.205
To what extent are the organization's products and services information-based or information-enabled?,Instantaneous matching; Algorithms; service integration; product strategy; Data analysis; analytics-driven value proposition; Seamless transactions; information-based production; production; Value generation; Algorithmic processes; Competitive differentiation; information-enabled; data merging; value strategy; Effortless transactions; information-based delivery; Analytics; information integration; Data-enabled; info-enabled; info-enabled services; value proposition; data incorporation; Information-enabled; optimization; Enable differentiation; strategy; Real-time matches; physical products; data-centric value proposition; Customer value creation; data assimilation; products; Information-based; delivery; information-based value proposition; ERROR; Personalized recommendations; Data-driven insights; integration; Customized suggestions; information-based; services; optimize,"Our ability to grow our busi- 
ness and our product pipeline; to replace sales lost due 
to branded competition, entry of generics, or other rea- 
sons; and to bring products to market that take advan- 
tage of new and potentially disruptive technologies, 
including cell, gene and radioligand therapies, depends 
in significant part on the success of these efforts. 

Failure to successfully develop our pipeline products 
is typically the result of the inherent uncertainty of 
ence, suboptimal internal execution, or both. 

Key 
ments of internal execution include our ability to priori- 
tize our investments in our highest potential value assets, 
optimize the transition of assets from research to devel- 
opment, integrate externally acquired assets in an 
cient way, and execute the steps in our drug develop- 
ment process that enable our assets to be approved 
reimbursed in a timely manner to positively impact 
ical practice.","Our ability to grow our busi‑ 
ness and our product pipeline; to replace sales lost due 
to branded competition, entry of generics, or other rea‑ 
sons; and to bring products to market that take advan‑ 
tage of new and potentially disruptive technologies, 
including cell, gene and radioligand therapies, depends 
in significant part on the success of these efforts. 

in significant part on the success of these efforts. Failure to successfully develop our pipeline products 
is typically the result of the inherent uncertainty of 
ence, suboptimal internal execution, or both. Key 
ments of internal execution include our ability to priori‑ 
tize our investments in our highest potential value assets, 
optimize the transition of assets from research to devel‑ 
opment, integrate externally acquired assets in an 
cient way, and execute the steps in our drug develop‑ 
ment process that enable our assets to be approved 
reimbursed in a timely manner to positively impact 
ical practice. We invest ",Unknown,,novartis-annual-report-2024_docx_block0_chunk015,0.6382,0.4056,0.5685,0.5393,0.548,0.05,0.2,0.1846,0.5469,0.2048
To what extent are the organization's products and services information-based or information-enabled?,Instantaneous matching; Algorithms; service integration; product strategy; Data analysis; analytics-driven value proposition; Seamless transactions; information-based production; production; Value generation; Algorithmic processes; Competitive differentiation; information-enabled; data merging; value strategy; Effortless transactions; information-based delivery; Analytics; information integration; Data-enabled; info-enabled; info-enabled services; value proposition; data incorporation; Information-enabled; optimization; Enable differentiation; strategy; Real-time matches; physical products; data-centric value proposition; Customer value creation; data assimilation; products; Information-based; delivery; information-based value proposition; ERROR; Personalized recommendations; Data-driven insights; integration; Customized suggestions; information-based; services; optimize,"| | | Diovan Group | Established brands | Hypertension | 28 | – 46 | 562 | 0 | 5 | 590 | – 4 | | | Top 20 brands total |                         |                                   | 18 885 | 26       | 21 359 | 11       | 14     | 40 244 | 18     |        |
| Rest of portfolio |                         |                                   | 2 261  | – 25     | 7 812  | – 5      | – 5    | 10 073 | – 10   | –      |

1 For an explanation of non-IFRS measures and reconciliation tables, see “—Non-IFRS measures as defined by Novartis.” 2 Net sales from continuing operations reflect Xolair sales for all indications. Item 5. Operating and Financial Review and Prospects 

For the table providing the net sales from continuing 
operations by core therapeutic area and established 
brands for 2024 and 2023, see “Item 18. Financial state- 
ments—Note 4. Revenues and geographic information.” For information about the approved indications for 
certain products described, see “Item 4. Information on","| | | Diovan Group | Established brands | Hypertension | 28 | – 46 | 562 | 0 | 5 | 590 | – 4 | | | Top 20 brands total |                         |                                   | 18 885 | 26       | 21 359 | 11       | 14     | 40 244 | 18     |        |
| Rest of portfolio |                         |                                   | 2 261  | – 25     | 7 812  | – 5      | – 5    | 10 073 | – 10   | –      |

1 For an explanation of non-IFRS measures and reconciliation tables, see “—Non-IFRS measures as defined by Novartis.” 2 Net sales from continuing operations reflect Xolair sales for all indications. Item 5. Operating and Financial Review and Prospects 

For the table providing the net sales from continuing 
operations by core therapeutic area and established 
brands for 2024 and 2023, see “Item 18. Financial state- 
ments—Note 4. Revenues and geographic information.” For information about the approved indications for 
certain products described, see “Item 4. Information on ",Unknown,,novartis-annual-report-2024_docx_block0_chunk118,0.443,0.4992,0.4598,0.4797,0.4737,0.07,0.2,0.1837,0.4797,0.2014
